,sentiment,tweet
15136,0,dammit that sucks you one ones i thought drag back
15137,0,cousin jail shoplifting drugs upset please help feel better
15138,1,your schmo moving are sad
15139,0,i new work picture taken today hated looks much like
15140,1,i want chat day
15141,0,my music teacher either expired forgot lesson leaving outside waiting ride pick hour
15142,0,well get call back oh well
15143,0,home finally hungry needs food mad because i might get pizza today hanging Brandon raining disgusted
15144,0,balalaika virus tear tear well computer virus running scan gr
15145,0,traitor whiskey coke aphrodisiac
15146,0,cool looking forward San Francisco really nice make naps though maybe next time
15147,0,wish i could feel pain OK least like Brazil
15148,1,cool hear guys cannot believe cherry hill weeks ago missed come back
15149,0,wish could come see you Denver husband lost job cannot afford
15150,0,i nothing Friday nights
15151,0,Jane really sad probably get perfect quiz without missing article asked someone
15152,1,sud device thing work
15153,0,trying fix pix working disgusted also mom wont let sleep San bad day
15154,0,tummy ache
15155,0,i wish i well past hour i but i bed proper migraine
15156,0,yeah bit overheating bit ac died
15157,1,Friday woo nothing nuggets better pull tonight
15158,0,totally ignoring how sad i heartbroken
15159,0,cousin jail shoplifting drugs upset please help feel better
15160,0,got stuck traffic jam today one sunburned arm
15161,0,hugs still feeling poorly
15162,0,reason i like weathermen school program canceled due still rain weathermen
15163,0,i nacho chips cheese
15164,0,on way work sad
15165,1,i love rains golfing
15166,0,chilling break eating grub pretty burnt eventful day wanting go movies Ian happening though
15167,0,i missed calls
15168,1,thanks self i see account area dig deeper seems
15169,0,people cruel sometimes i cannot imagine star
15170,0,went run sinuses pissing
15171,0,thanks cute home many years seen person
15172,0,misses phone service sucks
15173,0,ya never watch
15174,0,waiting sleeping pills kick gonna tired work tomorrow
15175,0,i sadly voice food afire the academic pep rally i need voice
15176,1,select yum tees sale bird walk sod mg sold though
15177,0,why fuck cannot i i feel like crying bit i relay want bothering sew much
15178,0,i cannot shes taken keys hum car
15179,0,no rocking river tonight
15180,0,sis bored gotta morning
15181,1,love love love beautiful sweet girl ever
15182,1,why
15183,0,wow honestly surprising every time try push guy gets injured
15184,0,sorry i missed saw across way i busy taking came meet you gone
15185,0,not gonna lie going miss high school lunches lot damn
15186,1,there traffic way home traffic lights afraid karma big check
15187,0,English homework hard seem getting nowhere
15188,0,dang my voice wont came and snots covering tissues dang it i hate flu
15189,0,poor kid that sucks hopefully things look soon hugs
15190,0,checked worked sorry
15191,0,bud light Massachusetts Boston lager guess i catch next flight joy
15192,1,i went concert i remember Derek mark hosting i miss seeing bib grove
15193,0,giving twitter my pix gone background gone hopeless comes technology
15194,1,aha damn inviting
15195,1,ac ghost whisperer damn lucky gave walk the line place cask JP haw
15196,0,girl cries allergic seafood
15197,0,Haag Mann missed like half wow ND like start watching things middle show forgot record mads
15198,0,will start tonight bored tired waiting dark ward i breaking
15199,0,i feel like i talked really really long time
15200,0,wont let vote even tho signed
15201,0,just got gym energy
15202,1,DAT dude look crazy DAT hair face stop old wrestlers went tan thanks Vince dudes clowns
15203,0,oh forgot cell home thank god crack berry
15204,1,what i gone minutes already showing boob age without
15205,0,i sorry i missed tweet i nice long chat across border pastel did want recipe email
15206,0,wash i cannot open eyes wider go back sleep cannot sleep properly
15207,0,god cannot i asylum really i never get anything cool
15208,0,creditor giving problems posts fine edits plain text help
15209,0,i hate Trevor drives
15210,0,San Antonio missions game waitressing not huge crowd meaning slow game
15211,0,rather between instead taking cue shutting
15212,0,dab broke
15213,0,what say gosh i missed yesterday live chat i bed sick
15214,0,traffic jam
15215,0,broken phone
15216,0,ugh i hate i missed interview i wasn't at home darn
15217,1,i finally plugged listen flash points HTTP shutout missed segment chevron
15218,1,says morning
15219,0,ow shirt cannot come get drunk have go photo shoot Portsmouth sum fink wow
15220,0,shots suck done vaccines
15221,0,someone left voice mail work ff let day
15222,1,boo up dip sold
15223,0,bum today
15224,0,oh noes i missed
15225,1,yeah two times stood next special times
15226,0,just got dress friends wedding its little tight places gotta work
15227,1,hate presentation Hahn whatever glad
15228,1,got sold up
15229,0,still think unfair infamous PC
15230,0,still feeling Cranston sushi birthday tr tonight pedicures finally even i hate feeling like pouts
15231,0,awe i live van great see great flight
15232,0,Chris Cornell going pop prefer old Chris Cornell
15233,0,like friends sad
15234,0,well hot heck right
15235,0,OK twitter like must really dumb send message
15236,0,officially DC missing numerous no
15237,1,jot studying ready go party if let go pajama i think yeah
15238,0,heck yea beats traffic stinking toll road paying sit traffic nice milkshakes
15239,0,gift right i think i broke toe last night bad foot
15240,0,wanting go apparently ones available
15241,1,know tweeting though worry aha wish could fly Ohio saw bey once Monday Armageddon
15242,0,i re upload damn thing
15243,0,lack sleep leads major head ate
15244,0,they burnt zucchini
15245,1,shh man next weekend
15246,0,freaking migraine
15247,0,feeling sick headache bored tired
15248,0,oh new cannot see
15249,0,our currency dropping like nobodies business good time going overseas
15250,0,i miss organdy
15251,0,why cannot find jewelry dress
15252,0,mission fun awe crying
15253,0,epic fail chocolate fountain got clogged
15254,0,arch bathroom always closed late break gotta pee
15255,0,vent no one cares
15256,0,tired i get i i sat lawn mower push whole damn thing
15257,0,aw see Robert practice that makes sad
15258,0,i miss tagger and mist last night amazing close
15259,1,em brouhaha sorry
15260,0,think well lucky
15261,0,aw poor thing
15262,0,noticed hallway shitty no worries BBQ hoping come
15263,0,i ripped favorite pair jeans
15264,0,bit tongue blood everywhere
15265,1,made Wisconsin now golden corral dang missed graduation tho dang
15266,1,sounds great right ridiculously hot house
15267,0,time ritualistic Friday night depression
15268,0,awe i miss driving elm wood
15269,0,burning tongue won ton soup
15270,0,wow follow Friday tweeted fail and nobody followed today dbl fail suicide
15271,1,it would still involve standing windows high guess gonna go
15272,0,so sorry ambient got sick perhaps work ashes garden catnip plant
15273,1,mess look next week
15274,0,why called blown yet
15275,0,sometimes forget favorite porn stars real people made orange chicken last night cut finger sad
15276,0,restricted driving privileges even anything stupid double standards
15277,0,cars cars cars i need one ha ha the one i found last night i wanted bad sold and
15278,0,eye still hurts i think go sleep
15279,0,hag i headache hell reminds lovely wife goes often
15280,1,know sorry screen small
15281,1,just enjoyed steak quadrilles mad because gonna miss laker game
15282,0,rain rain go away cancel pool plans tragic
15283,0,is sad Talia today
15284,0,day going way fast
15285,0,sound great Palmer
15286,0,busy already
15287,0,Jake cologne Hollister makes every girl i hug go fucking nuts too bad gay
15288,0,put dog sleep i love baby rip
15289,0,yes madam you pretty smile also eat potlatch
15290,0,so glad days almost another tine ND pain pills alone crib ugh i wish weekend already
15291,0,Skell really study saw i makes feel
15292,1,help
15293,0,this spine thing sounds good back exercises fun best luck hon
15294,1,damn Natalya gotta tell whats going call lost phone numbers broke blackberry
15295,1,so much happier despite looming departure
15296,0,brouhaha i know said sheet i get i cannot picture bewail
15297,0,somehow i managed sober i remember crap i felt per drink
15298,1,i love though
15299,1,fun Friday night planned spent work
15300,0,work missing Miami dam Carolina Jonathan
15301,0,ha i know ashamed
15302,0,awe hugs i wish i could help
15303,1,hey never bothered
15304,0,i work wrist hurts much
15305,0,sorry bout today you get else are you guy doing because eligible however it spelled
15306,1,probably person world uses sweetie pod touch phone ghetto aha
15307,0,dudes nothing dun Friday
15308,1,listening inn working break almost good show rock extra hard
15309,0,knew idiot
15310,0,feeling depressed miss sew damn faking much bestirs wish wouldn't left YT
15311,0,rain parade beer fire
15312,1,goodness gracious chair broke
15313,1,wishing i attending between i even bought badge
15314,0,eat nuggets finish
15315,0,i angry
15316,0,is upset get fix tonight
15317,0,milk drink think thats whats making feel sick
15318,0,god barer plot twist going fucking everything feel
15319,1,hi Chile deg coming cannot wait Cali sun
15320,0,oh today sucks
15321,1,glad squeeze moment good i got bills mail
15322,1,i sew need to see you on some BS dead ass
15323,0,having bad day actually CD keeps spirits lifted
15324,0,at retro prom wishing he dance gonna miss great dancing tonight still blast drinks
15325,0,i lost please help find good home
15326,0,dude check couldn't find anything aha capital
15327,1,rushed get ups close i got making wrong turn
15328,0,awe hey boo know miss
15329,1,lost follower
15330,0,how hard running back forth constantly ya knew working time having crazy sleeping schedules must hard
15331,1,Hannah gonna beat James Rahal stunner bum
15332,1,oops forgot shave legs bye bye favorite cousin Lyn two nights row we go hards
15333,0,i jealous wish i
15334,0,crying school years wont get see teachers wont get see Johnathan
15335,0,wow so i hate staples right majority thanks complete custards killing productivity
15336,0,sigh problem though need call stupid lime cable wireless reconnect interment day without net dads
15337,0,missed party bought wine everything
15338,0,i think phone officially bit dust
15339,0,sitting car my pod die gonna anything
15340,0,want comment understand saying
15341,0,there go big plans thanks tonsils
15342,1,miss you wish dodging semis
15343,1,bought little plastic personal wine bottles jewel perfect rooftop boozing wish i wait long
15344,0,i saw us postal hiring i done filling thing show jobs open area
15345,0,makes sad
15346,1,i happy
15347,0,i wish i could see drama fest so bad
15348,1,wish going because miss
15349,0,god bored wish done something
15350,0,making list sic attendances
15351,0,miss stupid work
15352,0,work missing Miami dam Carolina
15353,0,thinking cannot handle life like anymore almost seems suicides answer unfortunately
15354,1,trying reorganize plans tonight ugh hopefully still lots fun
15355,0,Friday nothing sad
15356,0,yeah sound bit bad man got fucking exam week week
15357,0,terrible saving money
15358,0,working diffusing irritation traffic sure helping mother always real bad days th help plan stuff
15359,0,i go room first time weeks cleaning
15360,0,back found really small dead bird deck sad basically cried
15361,1,wish could via fungal yesterday perfect best day life xx
15362,1,vanity holy whizzes i home soon kids
15363,1,did see color sky looks filly it yellowish orangeade brownish looks scary
15364,0,misses JP i know iv given headache thinking makes want cry
15365,0,expect car accident pain kick days later
15366,0,i feel like lost puppy without phone
15367,1,sister would Hahn thats funny thought liked
15368,0,i lost please help find good home
15369,0,bed gonna read new moon little late night night xx
15370,0,got back home bored
15371,0,hates scaler
15372,0,she tells feels miserable least mutual
15373,0,disgusted i feel well sudden
15374,0,anyway could forgive
15375,1,working day finally relaxing miss
15376,0,so things work expected well damn
15377,0,chips sale
15378,0,Bella love
15379,0,i sore tummy
15380,0,i miss already all sad faces tested seriously gonna make cry
15381,1,invited
15382,0,hi rob coming back shows wales soon missed first time
15383,0,artery tomorrow no hagen adz
15384,0,happened jerk
15385,0,well nice thought lasted maybe leave properly next time crosses fingers
15386,1,gotta follow boob feed incredible they tweet day with links free breasts its favorite tweeter
15387,0,looks like Ohio tornado hit
15388,0,my picture update
15389,0,graveyard charged card twice one correct total one random amt last tweeter tweet up check accounts
15390,0,aha too i miss i haunt seen ages
15391,0,forgot renew drivers license
15392,0,try fl seems realize PC meet standard requirements need new PC
15393,0,the jet way feels like seventh layer hell oh way many babies flight and i forgot Bose
15394,0,my cats sick
15395,0,i really need invest elliptical machine running shin splints sucks
15396,0,Alex slammed head edge table min ago going nice blue bruise
15397,0,Cosme careful going like updating websites Friday night
15398,0,everyone left gone bed
15399,0,our boy better get tonight or
15400,1,i pad Thai times last night dragoons yum
15401,0,want join drama practice today cannot
15402,0,hungover
15403,0,ya haw i miss Friday night happy hours even ulna led sea boy brouhaha
15404,0,Jesus slammed via papaya lobbyists OK holy crap mangoes Duran papaya security stick
15405,0,poor beta i took Seattle riding lap plane he happy week long
15406,0,aw little Asian girl runs round pooping pants public miss laughing
15407,1,love already got plan going queen Mary
15408,0,hope hoes much fun too much without though
15409,0,i thought i pretty good i guess bummer
15410,0,Kennedy raw Monday got serious muscle issue back broken wrist
15411,0,took calculus exam today i think i well i messed one derivative identity though well i never miss one
15412,0,i miss sew much gonna see months
15413,0,couple years i may die without Katee keeps fingers crossed tho
15414,1,someone soon lucky recipient tweet oh wait shit this
15415,0,i lost voice
15416,0,woke early morning happy bout headache dizzy cannot breathe hey still sick
15417,1,win clammy last night happy Scott Sherman walked feet Bea today
15418,1,yea i think i waited long oh well thats cool i signed already done core classes
15419,0,cough cough hack hack
15420,0,reasons worth drunk reason depressed revision nothing happened worth Matt
15421,1,the nocturnal serendipity Kashmir important means end
15422,0,said final farewells roommate almost finished packing DC bust California divorce kiss
15423,1,fair hungry hell
15424,1,awe typing beyond grave impressive
15425,0,awe please explain bots i fused
15426,0,got new sneaks today cannot wait break stupid rain
15427,0,stupid putt let go chat
15428,1,thanks shout might right starving thing little
15429,0,unfortunately start making way home via Singapore gig fun yet happy
15430,0,sitting traffic car gets rained just washed Sunday weather know California
15431,0,missed Chicago show boo
15432,0,shh i slept game gonna try best watch tomorrow though i hope play army
15433,0,sorry brother rough
15434,0,sad take suit i know going get wear one long time
15435,0,think going wind going home go bed
15436,0,i miss you roommate
15437,0,really enjoying pins needles legs morning not
15438,0,bored lonely parents went lake i friend bring knew bored go
15439,0,trying fix ah duos moo you good
15440,0,plans taking flight go tonight sinking Hudson since i work morning stupid bird strike
15441,0,coming end lung day good new i got everything done bad news i gotta wake tomorrow work
15442,0,bored no INTERNET i made downtown beach yet
15443,0,hungry cold
15444,1,poker night instead take Vogel guess
15445,1,okay eat cookies share
15446,0,pooh boo we see bar well miss make pt stopping happy
15447,1,mfg i downing tasty i ate almost lo
15448,1,passed drivers test drive oh wait turn till October
15449,1,scramming little early nibs sounds pathetic
15450,0,working tomorrow day cannot anything tonight whats plan Saturday
15451,0,dear god hope save
15452,0,hey going looking forward weekend sadly working sat sun
15453,0,chewed star bucks subway gift card Christmas time i got big trouble i allowed near purse
15454,0,me
15455,0,yeah double edged sword so i guess dead new stories
15456,0,feels really sick just puked guts help please
15457,0,just read tweets sounded like getting i swear i meant
15458,0,trying watch boys before flowers on line streaming sucks wireless crappy
15459,1,i yet even get play year soon i hope
15460,1,dang hour drive too bad daughters birthday party hosted Donnie
15461,0,maybe computer committed suicide week faces link wont load
15462,0,missed
15463,0,new busy ever slyly pal yet familiar phone twitter
15464,0,i want part windows clubhouse el spaces blog random place i share windows stuff
15465,0,nope love
15466,1,yes it fun connect please tell hello cannot find twitter
15467,0,awe i sorry probably true
15468,1,headache hanging puffy i love
15469,0,why twitter eat not happy
15470,0,swollen face
15471,0,cleaning house Friday night
15472,0,baby Maryland not gonna make but i see sexy ass next sat Camden VIP come early hang
15473,0,music work today painful
15474,0,i wish i see they CNN volume
15475,0,feeling sick wondering i get bed go throw go sleep
15476,0,sorry want call if i aim couple hours need vent
15477,0,miss you two find random form communication slows home i miss xx
15478,1,reply would make life replies usually people call gay tells Willow
15479,0,chilling wish pals IL
15480,0,gonna water prob cold heck
15481,1,mile run meter swim things looking better better laying bike today
15482,0,the Disney store treating well hours i relay want go i will do anything go show happy
15483,0,yeah need stricken cell number vie tried home months hes busy miss brads
15484,0,no dice i searched help area problem people it would hot oh well
15485,0,far tried kill twice muns outside tripping stupid things i knew i stayed bed
15486,0,oh HM i want screw mine
15487,0,twitter Spam oh
15488,0,i wish going venue Vancouver
15489,0,an sorry
15490,0,i trouble starship troopers mean great big pink bug
15491,1,sadly i here
15492,0,come you could Australia far away
15493,0,nothing worse getting text dog abandoned town
15494,0,ft i you miss you team already
15495,0,boo senior yearbook sucks thanks memories bahs
15496,0,i miss hearing guys you missed
15497,0,are you tonight brother i go
15498,0,sorry change plans sad revision Monday exam park one friends
15499,0,dear god sleepy must sleep deprived i even fell asleep sitting groans i really old
15500,0,trying deny beginning miss every single day apart need sprite aha
15501,0,little kids annoy hell auto active shouting attacking etc
15502,0,there appointments left day trying work almost hour stuck freaking power button
15503,0,i mean hey mean
15504,0,already hate tan lines oh well better get used
15505,1,aha i may yo
15506,0,sigh another two fly pap
15507,0,working crazy steed tiring gotta hard famous us knew you bazillion fans supporting you
15508,1,that turtle side road passed
15509,0,oh god i look how use twitter hopeless
15510,0,i know twitter depressing tonight
15511,0,seriously parents non stop Minneapolis Newport week weekend San Diego miss
15512,0,wish i could eat
15513,0,they admitted grandma hospital shes last one please pray
15514,0,OK job Waldemar cart pusher hope get sunburned
15515,0,i get use twitter
15516,1,feeling like romeo Juliet Bryant Linwood montages caplets face book
15517,0,i need go out bored
15518,0,so lost own trying find matter
15519,0,bye Selena bad get talk you you
15520,0,just thought hubby deployed i got blues i need stiff drink breastfeeding booze sad disgusted
15521,0,junk food movies shirt sweats way tonight would better i someone hang
15522,0,no ghost whisperer what i going without love
15523,0,hate songs surveys always seem make cry
15524,0,wondering twitter fixed phone time soon
15525,0,i hate work schedule i wish could come play tonight
15526,0,last full day high school today sad i may never see lot friends ever
15527,0,getting reactions stroking cat now i welts hands caught claws
15528,0,follow Friday follow because followers
15529,1,i let know soon i figure sorry mix supposed get work hour ago
15530,0,i want burrito i still minutes work
15531,0,my tummy hurts
15532,0,if i got paid hour i could retire box live i thinking rock band
15533,0,time get ready wk shh i dent goo
15534,0,hate grounded boo
15535,0,damn see rest saw like minutes
15536,1,well even breakdown better acts unfortunately got little talent
15537,0,ever forget
15538,1,follow back gr because messes able follow others you want
15539,0,shit game starts min
15540,1,beginning cater you always gets
15541,0,poor waves meltdown Barcelona drummer walked shoes thrown hands face
15542,1,infamous awesome my eyes sore though
15543,0,sorry hear sweetness taken anything pain
15544,0,new forgot calculator physics oh well class almost
15545,0,fell deep crack glacier terrible
15546,0,vie might able find aw thats sad ooh piranhas scary
15547,0,Mann ain't music working
15548,0,my dog died today we years i miss much
15549,0,shh new kitten took giant wet stinky shit
15550,0,sometimes i wish i warden
15551,0,bored want stay home tonight want spend money blah
15552,0,i will cry i cannot believe i lost chat
15553,0,i paying bills playing
15554,0,hair hurts
15555,0,poor little Hollie steel i really feel gt
15556,0,hey i tested never responded we stopped ended staying
15557,1,looks good making hungry boy still asleep
15558,0,saw baby dove fall tree break neck die tried save couldn't cruel world
15559,0,wants go home
15560,0,movie tum so sad i crying
15561,0,Eldorado's house goodbye Italianate house memories made memories fade
15562,1,waiting turn ii fit gym closed
15563,0,sounds like scariest zombie dream ever
15564,0,i like things getting confused seems happening a lot lately
15565,1,hey fun friends now cleaning
15566,0,guys i know my ability read time telling devices failed
15567,1,yeah guess get company weekend wants come hang
15568,0,forced eat red hot dogs because starving nothing else breakfast ck
15569,0,sorry tummy hurts histochemistry got tattoo like half hour ago
15570,0,plain sucks like cheers goon air
15571,0,bored until go
15572,0,me
15573,0,i feel like piece garbage see
15574,1,sew jealous right
15575,0,sew bored ain't funny
15576,0,is dying hair back pink i missed cupcake and i miss sherry Melanie
15577,0,headache
15578,1,unfortunately i take repair shop replace
15579,0,today feeling like crap
15580,0,thanks forever curse makes spend hours every time go couldn't go tanning today
15581,0,you know fat someone points disgusted awful day i feel like breaking
15582,0,disgusted crying writing rant tumble
15583,0,though work i miss blah wit tea
15584,1,sorry mo thought you work tomorrow go casino together
15585,0,my friend canceled tomorrow now nothing makes sad xx
15586,0,sad denial leaving Florida gave big hug
15587,0,glad say hi last night want flu sorry really
15588,0,performing life ball Vienna year unfortunately get chance see
15589,0,want go India
15590,0,going Miranda shopping center spend time family going away weeks Malaysia gonna miss
15591,1,awe be fine
15592,0,home sick
15593,0,finds hardest thing Christian put god first life i need help
15594,0,OK twitter i almost pass bastard sad
15595,1,i need come spend time roof i miss double date couple weeks
15596,0,going kill wasted hundreds download realized got wrong one
15597,1,ah mine never home i handed kids grabbed bottle Malibu coke momma getting drink Ara
15598,0,i sad kids ungrateful today
15599,0,sitting traffic trying escape campus feeling hellish
15600,0,guinea pig died today
15601,0,got crush issue tomorrow friend going India whole summer back sad
15602,0,i cried
15603,0,feel dressed
15604,1,find
15605,0,also i popped phone open got goddamn dust i wore clip camera panel i glue shut
15606,1,TV watching show marathon
15607,0,i lost link sent i pull battery
15608,1,done one before victim
15609,0,mad because purposely let step foot thought would give kiss compensate
15610,0,stomach hurts
15611,0,jay last show tonight
15612,1,mosque aha i tied it looks like Yankees playing tonight play fife daze
15613,1,i win i continue try keep giving away fabulous watches cannot wait win
15614,0,become one pathetic girls feel lonely without boyfriends Hannah miss Josey already
15615,1,just put original art comics album its really nice except shows much i liked cut corners finish
15616,0,yep i damn
15617,1,want go tonight go money one go takers
15618,0,miss brother days till gets cab Tennessee said singing find way cab Tennessee today aha
15619,0,boat
15620,0,tbs working watch chits sad
15621,0,service west end ye joke and late help transitivity fail
15622,0,dads last night fl going back AR tomorrow
15623,0,she need darn watching language thing never stops i mapped you you live boonies
15624,0,awe poor biggie puked car even though i air conditioning full blast i think heat he OK
15625,1,woo freaking hew tho mad world well tunes top chart
15626,0,sad panda hula elephant show magnetohydrodynamics sing along
15627,0,unfortunately Sheff decided take impromptu mall trip without telling
15628,0,miss
15629,0,hi got comp early last tine saw you feeling well hope you are better
15630,1,i cannot believe blew cute guy friend selling us concert tickets
15631,0,thats terrible
15632,0,us stint thinking wow yo boy really gone yo its bout weeks Sunday are i Von
15633,0,having bad day week
15634,0,rite scared
15635,1,sadly i think i know exactly put expired drawer those things life span less two years
15636,1,am member international thespian society troupe now i make family stop fighting sigh
15637,0,literally laid bed day major headache
15638,1,i working woo hew alas i unable obtain Elita daughter
15639,0,circus fun i hope getting parking lot moved min
15640,1,disgusted yet like week keep trying
15641,0,i get airbrushed nude soon put dress messed little err
15642,1,good thing fever feeling cold especially hot weather i think hallucinating
15643,0,missing Nathan BC already and best friends tried visit heading back tomorrow afternoon
15644,1,the part hes like feeling girl feel sew sooty
15645,0,i miss nice today
15646,0,hair early start tomorrow heading London clothes show great place feel fat bright side motivation
15647,0,plus Janessa hurt feelings
15648,0,
15649,0,bah ah sadly i
15650,0,why must jay lone leave show
15651,1,damn i got excited nothing Hannah
15652,1,tomorrow lunch going get hair done arriving late got cousins baptize whatever spell
15653,1,you know funny thing everyone packing i packing go Mexico
15654,0,Justin so warm it makes worry high fever i go sleep
15655,1,always i listen song i start crying it makes remember moments friends primary school
15656,0,heart broke little little mean lot
15657,0,my moms season weeds got burnt family friends mobile home
15658,0,beef come far enough south
15659,0,bank cash shit tom thumb four bank gone negative
15660,1,wow Derek rose got next student chats he cannot play
15661,1,so glad SAM good mood
15662,1,enjoy laker game guys since work
15663,0,ya boxing although boxing sparring eating spend rest evening troubleshooting Java code homework
15664,0,actually i think upset i lost data cake mania i pretty far game
15665,0,wow sew hungover
15666,0,hey i coming town weekend i day next Friday
15667,0,misses home farm
15668,1,make shop always tomorrow
15669,0,i took ring
15670,0,trying boring today i cannot seem come thing say
15671,1,it easy be support best thing offer love support lost mine early
15672,0,side seat loner please star bucks
15673,1,wow i replaced already i thought i coming back steaks
15674,0,wrong
15675,0,going dirt track races Aaron having really good hair day wish i could wear makeup though
15676,0,said bummed i missed sigh i want go California
15677,0,stupid bipolar weather ruined day
15678,0,just got shot arm ow
15679,0,sorry dace sucks bad
15680,0,i would scratching head too
15681,0,did real window shopping found many things want happen hundred dollars
15682,0,raining outside without umbrella
15683,0,trying new twitter client cannot seem get new theme applied destroy twitter
15684,0,its windy raining harder day today bye bye power gos
15685,0,i still sound like man
15686,0,i heart meal much crept last time i went booked us Saturday instead Friday feed us
15687,1,store i liquor
15688,0,you know i ashamed i watch single episode new season i kept falling asleep i gave
15689,0,so i failed second year med school i know say
15690,1,hi all i daughters youngest turns Monday where time go sniffle sniffle sob sob
15691,0,disgusted VIP always Kipp
15692,0,chinchilla at work man i screwed up
15693,1,friends mine meet today i cannot wait turn
15694,0,not talking lanais anymore
15695,0,shame wisdom comes age age destroys youth
15696,1,dent smile mad you
15697,0,guys phone dying
15698,0,but i think pays attention type thing bout hit bush pretend purple
15699,1,i love ignored except yelled i love life
15700,0,leaving Atlanta morning catch loco pa st excited missed con last year that made sad owl
15701,0,mess missing bra strap
15702,0,our plane landed finally gonna get board hour late stupid rain
15703,0,what new there goes weekend
15704,0,already fan hula too bad bigger INTERNET selection linnet i thought would easier
15705,0,ah room berry right you tube charges hay tired
15706,1,cont goes waste one likes stale sweets that reminds cute song called stale cupcakes
15707,1,damn IE i remembered much i you right ear bud ceased functioning my are bright lame bass
15708,1,actually apparently relative Marc went school
15709,1,finally chance show genuine love dependent selfish love i hope i my heart goes sorry pain
15710,0,well looks like going another night without snuggle bug missing big girl
15711,0,wow one loves
15712,0,whats i spilling everything
15713,0,ugh feel good
15714,1,movie plane mall cop saw nephews already
15715,0,well see blah blah blahing much yep i forgot sorry but
15716,1,brouhaha friends since Sunday lame
15717,0,Hannah Montana set missing Tennessee a lot today
15718,0,waiting dang pizza cook almost still eaten wife fail did i mention i feel like crap
15719,0,taking cal train go see giants cold someone smells like pee
15720,0,know every time listen start cry
15721,1,i gone baksheesh smoking lung time maybe tomorrow starts planning
15722,0,mm mm mm ts ts ts way much fun bored miss
15723,1,still looking i filled quite applications last week i get home continue
15724,0,bigots house Jesus virgin Mary rings one machines rocked one shit broke
15725,0,arch embouchure fail makes sad
15726,0,tokens working day
15727,0,work
15728,0,bible study canceled study partner started new job horrible hrs please pray hrs improve knows provision
15729,0,pendulum awesome goodbyes suck shut please toy story movie tired Andaman
15730,0,whats wrong flick quilt top photo shows click sad story
15731,1,mess gonna alt weeks
15732,0,house hunting next year no fun
15733,0,awe homesick feel homesick home camp
15734,0,mm feel like writing monthly reports tonight probably get started though
15735,1,missed today greatest day ever burnt shit MFA nice tan rides hrs
15736,0,hope yet OK gunny
15737,0,still pix sad
15738,1,i slept through my alarms woke instead feel like complete tool
15739,0,want see Ephraim Zen tomorrow lot find sitter everyone plans Saturday night sigh
15740,1,found one favorite high school professors died week even supposed retire yet
15741,0,Friday night magic last night i lost bad i suck draft
15742,0,is whore never know i said because love twitter
15743,1,i sorry fell asleep first
15744,0,tried listening music half hour tried reading really boring wide awake
15745,0,took shirt back covered blisters
15746,1,cool awe
15747,0,going bed late i headache
15748,0,try silly silly tweet deck mean
15749,0,stuck lady
15750,0,feeling sick
15751,1,back i know i was out for week because my brother took his laptop with him to Mexico so i be on line
15752,0,canceled performance letterman so sad less option
15753,0,out evening town Jeremy sad Carrie cannot come
15754,0,would nowhere go one go
15755,0,Rachel Chelsey left jenny stole bike makes mi trite
15756,1,lover john Ritter
15757,0,listing sad song sad
15758,0,still raining the bay i forget sunshine looks like
15759,0,i like why
15760,0,watching grease waiting hurry come i talk girl disgusted seems far away
15761,0,oh sucks tell DH act like grown maybe stressed
15762,0,shows sold i wait tomorrow Sunday
15763,0,went wing stop without
15764,0,loads highly qualified stuff loads still using snail mail
15765,0,i know but
15766,0,theres nothing worse working Friday night wake Saturday i want babe
15767,1,yrs ago night like id drinking co workers went home got cleaned went clubbing
15768,0,could getting sacked soon good
15769,0,think world Hannah Montana set missing Tennessee a lot today
15770,0,just remembered i still summer project it never ends
15771,0,know lots comments return really busy get round guys sorry
15772,0,nuggets game everyone except
15773,0,you know i care wolverine movie men fanatic that joint sucked
15774,0,surgery officially unable procreate and way poor medicated baby
15775,0,know told want stay home lied really want stay home
15776,0,i really wish would hear josh
15777,0,gash rain tomorrow
15778,0,all alone home
15779,0,Saturday worst Saturday ages
15780,0,Riley alphabet fashion show today i forgot camera it cute
15781,0,that sound fun
15782,0,twice week Qantas club lounge computers broken stalker
15783,0,is see Adriana month
15784,0,oh damn sucks
15785,0,bummer might make Sunday show hopefully sun shine cloudy day
15786,0,gr
15787,0,is going service tonight due fact yet find dress prom tomorrow disgusted
15788,0,Hannah Montana set missing Tennessee a lot today
15789,0,maybe someone trying hack
15790,0,play shitty levels happy i got bit ambitious one broke thermometer got half done
15791,1,got home nice party tired yet
15792,0,just found friend son fell shaft onto concrete today they alive least know much else
15793,0,my weakness loving always let negative people life
15794,0,make pitch
15795,0,wants new moon shh going crazy
15796,0,i following paying attention little lo mylar
15797,0,you cannot my grandma probably phone so get aim
15798,0,seen videos last days hope everything OK
15799,0,starving this diet killing i cannot eat
15800,1,screw lemme click ticket pretty sure make might make vermilion lies opening tho
15801,0,being Vegas would much better home this day hell
15802,1,know many words time go words money ball keys
15803,0,miss
15804,0,that super sad how brat etc holding
15805,0,home lost baseball game freaking point now gonna scrap
15806,0,want seniors leave
15807,1,plain city villains wishing buddies plain
15808,0,lonely
15809,0,terrible day six
15810,0,mom wants lay later probably little and sorry sick
15811,0,theres stricken prisoner trans outside are hotel far
15812,0,least Sposato good ab
